paper_id,paper_title,self_citation,parent_id,parent_title,date
10.1145/3105971.3105992,Overall quality evaluation of graph layouts based on regression analysis,False,10.5555/647549.728779,Which Aesthetic has the Greatest Effect on Human Understanding?,2017
10.1145/3105971.3105992,Overall quality evaluation of graph layouts based on regression analysis,False,10.1057/palgrave.ivs.9500013,Cognitive Measurements of Graph Aesthetics,2017
10.1145/3105971.3105992,Overall quality evaluation of graph layouts based on regression analysis,False,10.1016/j.ins.2015.05.028,Evaluating overall quality of graph visualizations based on aesthetics aggregation{J},2017
10.1145/3105971.3105992,Overall quality evaluation of graph layouts based on regression analysis,False,10.5555/647549.728779,Which Aesthetic has the Greatest Effect on Human Understanding?,2017
10.1145/3105971.3108449,Network analysis of inter-organizational success factor relationships,False,temp3413,The genia event extraction shared task,2017
10.1145/3105971.3108449,Network analysis of inter-organizational success factor relationships,True,10.1007/s10257-014-0258-z,Inter-organizational success factors: a cause and effect model,2017
10.1145/3105971.3108449,Network analysis of inter-organizational success factor relationships,False,temp3415,Cytoscape: a software environment for integrated models of biomolecular interaction networks,2017
10.1145/3105971.3108449,Network analysis of inter-organizational success factor relationships,False,temp3416,ACE 2005 multilingual training corpus,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/1518701.1518957,"Revisiting read wear: analysis, design, and evaluation of a footprints scrollbar",2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2678025.2701389,Exploring peripheral physiology as a predictor of perceived relevance in information retrieval,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3419,The design of browsing and berrypicking techniques for the online search interface,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/503376.503450,Making sense of sensing systems: five questions for designers and researchers,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2070719.2070722,Attentive documents: Eye tracking as implicit feedback for information retrieval and beyond,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/1390334.1390401,Query expansion using gaze-based feedback on the subdocument level,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/1978942.1978967,Apolo: making sense of large network data by combining rich user interaction and machine learning,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2449396.2449416,Subtle gaze-dependent techniques for visualising display changes in multi-display environments,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3426,Natural brain-information interfaces: Recommending information by relevance inferred from human brain signals,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2600428.2609594,Predicting term-relevance from brain signals,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2637002.2637011,Characterizing Relevance with Eye-tracking Measures,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/142750.142751,Edit wear and read wear,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/353485.353487,Distributed cognition: toward a new foundation for human-computer interaction research,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1109/TVCG.2006.147,Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/636772.636798,Models of attention in computing and communication: from principles to applications,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,True,temp3433,Symbiotic interaction: a critical definition and comparison to other human-computer paradigms,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/1753326.1753646,Gazemarks: gaze-based visual placeholders to ease attention switching,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2702123.2702489,Designing for Exploratory Search on Touch Devices,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/3020165.3020174,Visual Re-Ranking for Multi-Aspect Information Retrieval,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/325737.325821,SUITOR: An attentive information system,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/1121949.1121979,Exploratory search: from finding to understanding,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.5555/857189.857668,Constellation: a visualization tool for linguistic queries from MindNet,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,full/10.1080/10447310701362934,EyePrint: Using passive eye trace from reading to enhance document access and comprehension,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3441,Eye Tracking in Human-Computer Interaction and Usability Research: Current Status and Future,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2656334,Interactive intent modeling: Information discovery beyond search,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3444,Implicit human computer interaction through context,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/2858036.2858480,Pointing while looking elsewhere: Designing for varying degrees of visual guidance during manual input,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/3064663.3064744,Gaze-Adaptive Above and On-Surface Interaction,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3447,Designing for augmented attention: Towards a framework for attentive user interfaces,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1145/302979.303060,Footprints: history-rich tools for information foraging,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,temp3449,,2017
10.1145/3105971.3105977,Exploring gaze-adaptive features for interacting with multi-document visualizations,False,10.1016/j.ijhcs.2012.10.012,Implicit bookmarking: Improving support for revisitation in within-document reading tasks,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3451,Kinetic rosette patterns and tessellations,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3452,A shape grammar study:generation with geometric Islamic patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3453,The search for quasi-periodicity in Islamic 5-fold ornament,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,full/10.1080/17513472.2012.678269,A modular design system based on the Star and Cross pattern,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3455,Cognitive bias and claims of quasiperiodicity in traditional Islamic patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3456,Modularity and hierarchy in Persian geometric ornament,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3457,Graph grammers for kolam patterns and honeycomb patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,full/10.1080/17513470701413451,Sand drawings and Gaussian graphs,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1145/1434763.1434767,Islamic geometrical patterns indexing and classification using discrete symmetry groups,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3460,A Shape Grammar Model To Generate Islamic Geometric Pattern,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.5555/2381333.2381338,Animating persian floral patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3462,,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3463,"A Topological Approach to Creating Any Pulli Kolam, an Artform from South India",2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3464,Encountering the mandala: the mental and political architectures of dependency,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3465,Interlace patterns in Islamic and Moorish art,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3466,Designing Persian Floral Patterns using Circle Packing,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3467,Solving infinite kolam in knot theory,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3468,A study of emergence in the generation of Islamic geometric patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.5555/1089508.1089538,Islamic star patterns from polygons in contact,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1145/990002.990003,Islamic star patterns in absolute geometry,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.5555/792758.793035,Islamic symmetric pattern generation based on group theory,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3472,The Mandala: Sacred Geometry and Art,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3473,Design Method for Paper-cut Picture Based on Decorative Pattern,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,True,10.5555/1291031.1291041,3D Paper-Cut Modeling and Animation,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1145/1187112.1187231,Digital papercutting,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3476,Decagonal and quasi-crystalline tilings in medieval Islamic architecture,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3477,"Digitalization and analysis of traditional cycle patterns in the world, and their contemporary applications",2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3478,,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3479,Complex Polynomial Mandalas and their Symmetries,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3480,A unifying approach to picture grammars,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1145/1186223.1186296,Tile-based kolam patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3482,Extended pasting scheme for kolam pattern generation,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1109/CW.2015.54,Parameterized Shape Grammar for Generating n-fold Islamic Geometric Motifs,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,10.1007/978-3-662-53090-0_8,,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3485,P Systems for Array Generation and Application to Kolam Patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3486,"Medieval Islamic architecture, quasicrystals, and Penrose and Girih tiles: questions from the classroom",2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3487,Sequential encoding of Tamil kolam patterns,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,True,10.1145/2968220.2968232,Generation of Miro's Surrealism,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3489,Fundamental study on design system of kolam pattern,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3490,Geometric Constructions of Korean Danchong Patterns and Building Platonic Solids,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,True,temp3491,Generation of Kandinsky art,2017
10.1145/3105971.3105974,Computer-aided generation of mandala thangka patterns,False,temp3492,Automatic generation of Xinjiang ethnic fabric patterns based on configuration style,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/2016703,Visualization of Time-Oriented Data,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1109/TVCG.2012.276,Visual Analytics Methodology for Eye Movement Studies,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3495,Challenges and Perspectives in Big Eye-Movement Data Visual Analytics,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3496,State-of-the-Art of Visualization for Eye Tracking Data,2017
10.1145/3105971.3105973,Eye movement plots,False,10.1007/978-3-642-02574-7_4,Informative or Misleading? Heatmaps Deconstructed,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3498,Isoline-Enhanced Dynamic Graph Visualization,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3499,Time-Preserving Visual Attention Maps,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3500,Visual Task Solution Strategies in Tree Diagrams,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3501,Radial Edge Splatting for Visualizing Dynamic Directed Graphs,2017
10.1145/3105971.3105973,Eye movement plots,True,10.5555/2600534.2600573,AOI Rivers for Visualizing Dynamic Eye Gaze Frequencies,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3503,Visual Task Solution Strategies in Public Transport Maps,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3504,How Do People Read Metro Maps? An Eye Tracking Study,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1109/TVCG.2011.226,Parallel edge splatting for scalable dynamic graph visualization,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3506,An Efficient Algorithm for a Complete Link Method,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/640601,,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/1538772,,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/578533,,2017
10.1145/3105971.3105973,Eye movement plots,False,10.1109/TVCG.2011.127,Attention and visual memory in visualization and computer graphics,2017
10.1145/3105971.3105973,Eye movement plots,False,10.1109/TVCG.2009.131,Continuous Parallel Coordinates,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3512,,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3513,,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3514,Solving Problems with Visual Analytics: Challenges and Applications,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1145/2669557.2669560,Evaluating visual analytics with eye tracking,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1145/2857491.2857507,Fixation-Image Charts,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1109/TVCG.2015.2468091,2016b,2017
10.1145/3105971.3105973,Eye movement plots,True,temp3518,User Performance and Reading Strategies for,2017
10.1145/3105971.3105973,Eye movement plots,True,10.1145/2857491.2857498,Interactive Scanpath-Oriented Annotation of Fixations,2017
10.1145/3105971.3105973,Eye movement plots,False,10.1145/1054972.1055078,Feature congestion: a measure of display clutter,2017
10.1145/3105971.3105973,Eye movement plots,False,10.1016/j.cosrev.2007.05.001,Graph Clustering,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3522,,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/832277.834354,The eyes have it: A taks by data type taxonomy for information visualization,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3524,Visualization of Eye Gaze Data Using Heat Maps,2017
10.1145/3105971.3105973,Eye movement plots,False,temp3525,,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/329554,Information Visualization: Perception for Design,2017
10.1145/3105971.3105973,Eye movement plots,False,10.5555/1816859,Visual Thinking: for Design,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.5555/2016703,Visualization of Time-Oriented Data,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.1007/978-3-540-70956-5_7,"Visual Analytics: Definition, Process, and Challenges",2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,temp3530,Web Gallery of Art,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,True,10.1145/2669557.2669560,Evaluating visual analytics with eye tracking,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,temp3532,"Exhibitions, National Gallery of Art",2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,temp3533,Analysis of Visual Arts Collections,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.1016/j.cag.2016.03.009,Sifting through visual arts collections,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.1145/2736286,Simulating Fixations When Looking at Visual Arts,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.1016/j.jvlc.2013.11.004,Twelve years of diagrams research,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.5555/832277.834354,The eyes have it: A taks by data type taxonomy for information visualization,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.5555/33404,The visual display of quantitative information,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.5555/1816859,Visual Thinking: for Design,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,10.1109/MCG.2004.39,,2017
10.1145/3105971.3105989,artVIS: an interactive visualization for painting collections,False,temp3541,Exhibbit,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1109/TVCG.2013.91,Gospermap: Using a gosper curve for laying out hierarchical data,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1145/571647.571649,Ordered and quantum treemaps: Making effective use of 2D space to display hierarchies,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1016/j.future.2013.04.001,Visualizing large-scale human collaboration in Wikipedia,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1111/j.0020-2754.1998.00269.x,A cross-cultural study of young children's mapping abilities,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3548,,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3549,Visualizing knowledge domains,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3550,Squarified Treemaps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1016/j.jvlc.2011.11.004,From Real to Metaphoric Maps: Cartography As a Visual Language for Organizing and Sharing Knowledge,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,abs/10.1559/152304098782383034,Worlds of Information: The Geographic Metaphor in the Visualization of Complex Information,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3553,GMap: Visualizing graphs and clusters as maps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1007/978-3-642-36763-2_38,Drawing clustered graphs as topographic maps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.5555/949607.949654,Tree-Maps: a space filling approach to the visualization of hierarchical information structures,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3556,Treemaps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1109/IV.2012.23,'Angular Treemaps -- A New Technique for Visualizing and Emphasizing Hierarchical Structures',2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1016/j.jvlc.2015.10.009,Divide and Conquer treemaps: Visualizing large trees with various shapes,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1109/TVCG.2011.288,Visualizing dynamic data with maps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1145/2038558.2038579,Wikipedia World Map: Method and Application of Map-like Wiki Visualization,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,True,10.1145/2968220.2968239,What Makes You Think This Is a Map?: Suggestions for Creating Map-like Visualisations,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1145/2602161.2602183,Regular TreeMap Layouts for Visual Analysis of Hierarchical Data,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1145/102377.115768,Tree Visualization with Tree-maps: A 2D Space-Filling Approach,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3564,The world of geography: Visualizing a knowledge domain with cartographic means,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1109/TVCG.2007.70529,Visualizing Changes of Hierarchical Data using Treemaps,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.5555/857189.857663,Cushion Treemaps: Visualization of hierarchical information,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,temp3567,Visualizing Hierarchical Data,2017
10.1145/3105971.3105976,Map-like visualisations vs. treemaps: an experimental comparison,False,10.1145/2801040.2801056,Enhanced Hexagon-Tiling Algorithm for Map-Like Information Visualisation,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/TVCG.2013.238,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/TVCG.2011.186,"Design study of linesets, a novel set visualisation technique",2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,temp3571,Visualizing Sets and Set-typed Data: State-of-the-Art and Future Challenges,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.5555/1095597,"Semiology of Graphics: Diagrams, Networks, Maps",2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,temp3573,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,temp3574,The Impact of Shape on the Perception of Euler Diagrams,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,10.1145/2636240.2636838,How Should We Use Colour in Euler Diagrams?,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3576,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3577,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1016/j.jvlc.2014.04.003,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/TVCG.2011.247,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.5555/244979.245597,Choosing effective colours for data visualization,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.5555/288216.288232,Building perceptual textures to visualize multidimensional datasets,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/TVCG.2011.127,Attention and visual memory in visualization and computer graphics,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/INFOVIS.2005.39,Vizster: Visualizing online social networks,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.5555/1778331.1778362,Matlink: Enhanced matrix visualization for analyzing social networks,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3585,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3586,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1109/TVCG.2013.76,Kelpfusion: A hybrid set visualization technique,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,10.1016/j.ins.2016.05.045,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,temp3589,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3590,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,True,temp3591,Evaluating the Effects of Colour in LineSets,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.1080/02724988843000104,Features and objects: The fourteenth bartlett memorial lecture,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,temp3593,,2017
10.1145/3105971.3105978,Evaluating the effects of size in linesets,False,10.5555/983611,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3595,A survey of clustering data mining techniques,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/1562849.1562851,Surveying the Complementary Role of Automatic Data Analysis and Visualization in Knowledge Discovery,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/1809400.1809404,Investigating and Reflecting on the Integration of Automatic Data Analysis and Visualization in Knowledge Discovery,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3598,"Glyph-based Visualization: Foundations, Design Guidelines, Techniques and Applications",2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/1929916.1929918,Visualizing Web Search Results Using Glyphs: Design and Evaluation of a Flower Metaphor,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,abs/10.1080/01621459.1973.10482434,The use of faces to represent points in k-dimensional space graphically,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3601,How Ordered is It?: On the Perceptual Orderability of Visual Channels,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,True,10.1145/2598153.2600432,TagStar: A Glyph-based Interface for Indexing and Visual Analysis,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/568574.568575,Why so many clustering algorithms: a position paper,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1109/TVCG.2003.1207445,From Visual Data Exploration to Visual Data Mining: A Survey,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/2470654.2466443,Evaluation of Alternative Glyph Designs for Time Series Data in a Small Multiple Setting,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.5555/355013,Data mining: concepts and techniques,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3607,Analysis of a Complex of Statistical Variables with Principal Components,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1109/2945.841121,Designing Pixel-Oriented Visualization Techniques: Theory and Applications,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/2016904.2016906,Monitoring Large IP Spaces with ClockView,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.5555/3002857,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1007/978-3-540-89350-9_6,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.5555/1557216,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/22949.22950,Automating the Design of Graphical Presentations of Relational Information,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1016/j.cag.2011.01.011,Survey of Glyph-Based Visualization Techniques for Spatial Multivariate Medical Data,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.5555/832277.834354,The eyes have it: A taks by data type taxonomy for information visualization,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3616,Multidimensional scaling: I. Theory and method,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3617,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,temp3618,,2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.5555/2285540,"Information Visualization: Perception for Design. Number Book, Whole",2017
10.1145/3105971.3105979,Towards Glyph-based visualizations for big data clustering,False,10.1145/320719.322581,PeopleGarden: Creating Data Portraits for Users,2017
10.1145/3105971.3105988,How Network-based and set-based visualizations aid consistency checking in ontologies,False,temp3621,A note on the historical development of logic diagrams: Leibniz,2017
10.1145/3105971.3105988,How Network-based and set-based visualizations aid consistency checking in ontologies,False,?DOI=10.1207/s15516709cog0902_1,An overview of the KL-ONE knowledge representation system,2017
10.1145/3105971.3105988,How Network-based and set-based visualizations aid consistency checking in ontologies,False,10.5555/2889761.2889767,Pattern-based OWL ontology debugging guidelines,2017
10.1145/3105971.3105988,How Network-based and set-based visualizations aid consistency checking in ontologies,False,temp3624,Overlaying graph links on treemaps,2017
